question_id,setting,gold_answer,final_prediction,auto_semantic_correct,auto_format_compliant,auto_answer_reason_consistent,auto_judge_consistent,manual_semantic_correct,manual_format_compliant,manual_answer_reason_consistent,manual_judge_consistent,auto_vs_manual_agreement,notes
7,after_round1,1200,,False,False,False,True,,,,,,
7,after_round1,1200,,False,False,False,True,,,,,,
7,after_round1,1200,,False,False,False,True,,,,,,
7,after_round1_BA,1200,,False,False,False,True,,,,,,
7,after_round1_BA,1200,,False,False,False,True,,,,,,
7,after_round1_BA,1200,,False,False,False,True,,,,,,
7,before_final_transcript,1200,,False,False,False,True,,,,,,
7,before_final_transcript,1200,,False,False,False,True,,,,,,
7,before_final_transcript,1200,,False,False,False,True,,,,,,
7,before_final_transcript_BA,1200,,False,False,False,True,,,,,,
7,before_final_transcript_BA,1200,,False,False,False,True,,,,,,
7,before_final_transcript_BA,1200,,False,False,False,True,,,,,,
7,canonical_order,1200,960,False,True,False,True,,,,,,
7,canonical_order,1200,960,False,True,False,True,,,,,,
7,canonical_order,1200,960,False,True,False,True,,,,,,
7,frozen_transcript_AB,1200,,False,False,False,True,,,,,,
7,frozen_transcript_AB,1200,,False,False,False,True,,,,,,
7,frozen_transcript_AB,1200,,False,False,False,True,,,,,,
7,frozen_transcript_BA,1200,,False,False,False,True,,,,,,
7,frozen_transcript_BA,1200,,False,False,False,True,,,,,,
7,frozen_transcript_BA,1200,,False,False,False,True,,,,,,
7,format_self_check_before_commit,1200,,False,False,False,True,,,,,,
7,format_self_check_before_commit,1200,,False,False,False,True,,,,,,
7,format_self_check_before_commit,1200,,False,False,False,True,,,,,,
8,single_full_information,1920,4,False,False,True,True,,,,,,
8,single_full_information,1920,4,False,False,True,True,,,,,,
8,single_full_information,1920,4,False,False,True,True,,,,,,
8,all_at_start_AB,1920,,False,False,False,True,,,,,,
8,all_at_start_AB,1920,,False,False,False,True,,,,,,
8,all_at_start_AB,1920,,False,False,False,True,,,,,,
8,all_at_start_BA,1920,,False,False,False,True,,,,,,
8,all_at_start_BA,1920,,False,False,False,True,,,,,,
8,all_at_start_BA,1920,,False,False,False,True,,,,,,
8,after_round1,1920,,False,False,False,True,,,,,,
8,after_round1,1920,,False,False,False,True,,,,,,
8,after_round1,1920,,False,False,False,True,,,,,,
8,after_round1_BA,1920,960,False,False,False,True,,,,,,
8,after_round1_BA,1920,960,False,False,False,True,,,,,,
8,after_round1_BA,1920,960,False,False,False,True,,,,,,
8,before_final_transcript_BA,1920,960,False,True,False,True,,,,,,
8,before_final_transcript_BA,1920,960,False,True,False,True,,,,,,
8,before_final_transcript_BA,1920,960,False,True,False,True,,,,,,
8,frozen_transcript_AB,1920,960,False,True,False,True,,,,,,
8,frozen_transcript_AB,1920,960,False,True,False,True,,,,,,
8,frozen_transcript_AB,1920,960,False,True,False,True,,,,,,
8,frozen_transcript_BA,1920,960,False,True,False,True,,,,,,
8,frozen_transcript_BA,1920,960,False,True,False,True,,,,,,
8,frozen_transcript_BA,1920,960,False,True,False,True,,,,,,
8,format_self_check_before_commit,1920,,False,False,False,True,,,,,,
8,format_self_check_before_commit,1920,,False,False,False,True,,,,,,
8,format_self_check_before_commit,1920,,False,False,False,True,,,,,,
9,single_full_information,45,The third part takes 45 minutes.,True,False,True,True,,,,,,
9,single_full_information,45,The third part takes 45 minutes.,True,False,True,True,,,,,,
9,single_full_information,45,The third part takes 45 minutes.,True,False,True,True,,,,,,
9,all_at_start_AB,45,,False,False,False,True,,,,,,
9,all_at_start_AB,45,,False,False,False,True,,,,,,
9,all_at_start_AB,45,,False,False,False,True,,,,,,
9,all_at_start_BA,45,,False,False,False,True,,,,,,
9,all_at_start_BA,45,,False,False,False,True,,,,,,
9,all_at_start_BA,45,,False,False,False,True,,,,,,
9,after_round1,45,,False,False,False,True,,,,,,
9,after_round1,45,,False,False,False,True,,,,,,
9,after_round1,45,,False,False,False,True,,,,,,
9,after_round1_BA,45,,False,False,False,True,,,,,,
9,after_round1_BA,45,,False,False,False,True,,,,,,
9,after_round1_BA,45,,False,False,False,True,,,,,,
9,before_final_transcript,45,,False,False,False,True,,,,,,
9,before_final_transcript,45,,False,False,False,True,,,,,,
9,before_final_transcript,45,,False,False,False,True,,,,,,
9,before_final_transcript_BA,45,,False,False,False,True,,,,,,
9,before_final_transcript_BA,45,,False,False,False,True,,,,,,
9,before_final_transcript_BA,45,,False,False,False,True,,,,,,
9,frozen_transcript_AB,45,,False,False,False,True,,,,,,
9,frozen_transcript_AB,45,,False,False,False,True,,,,,,
9,frozen_transcript_AB,45,,False,False,False,True,,,,,,
9,frozen_transcript_BA,45,,False,False,False,True,,,,,,
9,frozen_transcript_BA,45,,False,False,False,True,,,,,,
9,frozen_transcript_BA,45,,False,False,False,True,,,,,,
9,format_self_check_before_commit,45,,False,False,False,True,,,,,,
9,format_self_check_before_commit,45,,False,False,False,True,,,,,,
9,format_self_check_before_commit,45,,False,False,False,True,,,,,,
10,single_full_information,840,840,True,False,True,True,,,,,,
10,single_full_information,840,840,True,False,True,True,,,,,,
10,single_full_information,840,840,True,False,True,True,,,,,,
10,after_round1,840,,False,False,False,True,,,,,,
10,after_round1,840,,False,False,False,True,,,,,,
10,after_round1,840,,False,False,False,True,,,,,,
10,after_round1_BA,840,,False,False,False,True,,,,,,
10,after_round1_BA,840,,False,False,False,True,,,,,,
10,after_round1_BA,840,,False,False,False,True,,,,,,
10,before_final_transcript,840,,False,False,False,True,,,,,,
10,before_final_transcript,840,,False,False,False,True,,,,,,
10,before_final_transcript,840,,False,False,False,True,,,,,,
10,before_final_transcript_BA,840,480,False,True,False,True,,,,,,
10,before_final_transcript_BA,840,480,False,True,False,True,,,,,,
10,before_final_transcript_BA,840,480,False,True,False,True,,,,,,
10,canonical_order,840,480,False,False,True,True,,,,,,
10,canonical_order,840,480,False,False,True,True,,,,,,
10,canonical_order,840,480,False,False,True,True,,,,,,
10,before_final_reset,840,160,False,True,False,True,,,,,,
10,before_final_reset,840,160,False,True,False,True,,,,,,
10,before_final_reset,840,160,False,True,False,True,,,,,,
10,frozen_transcript_AB,840,480,False,True,False,True,,,,,,
10,frozen_transcript_AB,840,480,False,True,False,True,,,,,,
10,frozen_transcript_AB,840,480,False,True,False,True,,,,,,
10,frozen_transcript_BA,840,480,False,True,False,True,,,,,,
10,frozen_transcript_BA,840,480,False,True,False,True,,,,,,
10,frozen_transcript_BA,840,480,False,True,False,True,,,,,,
10,format_self_check_before_commit,840,,False,False,False,True,,,,,,
10,format_self_check_before_commit,840,,False,False,False,True,,,,,,
10,format_self_check_before_commit,840,,False,False,False,True,,,,,,
11,single_full_information,520,520,True,False,True,True,,,,,,
11,single_full_information,520,520,True,False,True,True,,,,,,
11,single_full_information,520,520,True,False,True,True,,,,,,
11,all_at_start_AB,520,,False,False,False,True,,,,,,
11,all_at_start_AB,520,,False,False,False,True,,,,,,
11,all_at_start_AB,520,,False,False,False,True,,,,,,
11,all_at_start_BA,520,,False,False,False,True,,,,,,
11,all_at_start_BA,520,,False,False,False,True,,,,,,
11,all_at_start_BA,520,,False,False,False,True,,,,,,
11,after_round1,520,830,False,True,False,True,,,,,,
11,after_round1,520,830,False,True,False,True,,,,,,
11,after_round1,520,830,False,True,False,True,,,,,,
11,after_round1_BA,520,,False,False,False,True,,,,,,
11,after_round1_BA,520,,False,False,False,True,,,,,,
11,after_round1_BA,520,,False,False,False,True,,,,,,
11,before_final_transcript_BA,520,870,False,True,True,True,,,,,,
11,before_final_transcript_BA,520,870,False,True,True,True,,,,,,
11,before_final_transcript_BA,520,870,False,True,True,True,,,,,,
11,canonical_order,520,30,False,False,True,True,,,,,,
11,canonical_order,520,30,False,False,True,True,,,,,,
11,canonical_order,520,30,False,False,True,True,,,,,,
11,before_final_reset,520,130,False,True,False,True,,,,,,
11,before_final_reset,520,130,False,True,False,True,,,,,,
11,before_final_reset,520,130,False,True,False,True,,,,,,
11,frozen_transcript_AB,520,370,False,True,False,True,,,,,,
11,frozen_transcript_AB,520,370,False,True,False,True,,,,,,
11,frozen_transcript_AB,520,370,False,True,False,True,,,,,,
11,frozen_transcript_BA,520,870,False,True,True,True,,,,,,
11,frozen_transcript_BA,520,870,False,True,True,True,,,,,,
11,frozen_transcript_BA,520,870,False,True,True,True,,,,,,
12,single_full_information,3,18,False,False,True,True,,,,,,
12,single_full_information,3,18,False,False,True,True,,,,,,
12,single_full_information,3,18,False,False,True,True,,,,,,
12,all_at_start_BA,3,,False,False,False,True,,,,,,
12,all_at_start_BA,3,,False,False,False,True,,,,,,
12,all_at_start_BA,3,,False,False,False,True,,,,,,
12,after_round1,3,,False,False,False,True,,,,,,
12,after_round1,3,,False,False,False,True,,,,,,
12,after_round1,3,,False,False,False,True,,,,,,
12,after_round1_BA,3,,False,False,False,True,,,,,,
12,after_round1_BA,3,,False,False,False,True,,,,,,
12,after_round1_BA,3,,False,False,False,True,,,,,,
12,before_final_transcript,3,,False,False,False,True,,,,,,
12,before_final_transcript,3,,False,False,False,True,,,,,,
12,before_final_transcript,3,,False,False,False,True,,,,,,
12,before_final_transcript_BA,3,,False,False,False,True,,,,,,
12,before_final_transcript_BA,3,,False,False,False,True,,,,,,
12,before_final_transcript_BA,3,,False,False,False,True,,,,,,
12,before_final_reset,3,30,False,True,False,True,,,,,,
12,before_final_reset,3,30,False,True,False,True,,,,,,
12,before_final_reset,3,30,False,True,False,True,,,,,,
12,frozen_transcript_AB,3,7,False,True,False,True,,,,,,
12,frozen_transcript_AB,3,7,False,True,False,True,,,,,,
12,frozen_transcript_AB,3,7,False,True,False,True,,,,,,
12,frozen_transcript_BA,3,,False,False,False,True,,,,,,
12,frozen_transcript_BA,3,,False,False,False,True,,,,,,
12,frozen_transcript_BA,3,,False,False,False,True,,,,,,
12,format_self_check_before_commit,3,,False,False,False,True,,,,,,
12,format_self_check_before_commit,3,,False,False,False,True,,,,,,
12,format_self_check_before_commit,3,,False,False,False,True,,,,,,
13,single_full_information,28,** Each of the last two people loses 28 kg.,True,False,True,True,,,,,,
13,single_full_information,28,** Each of the last two people loses 28 kg.,True,False,True,True,,,,,,
13,single_full_information,28,** Each of the last two people loses 28 kg.,True,False,True,True,,,,,,
13,after_round1_BA,28,61,False,True,False,True,,,,,,
13,after_round1_BA,28,61,False,True,False,True,,,,,,
13,after_round1_BA,28,61,False,True,False,True,,,,,,
13,before_final_transcript_BA,28,46,False,True,False,True,,,,,,
13,before_final_transcript_BA,28,46,False,True,False,True,,,,,,
13,before_final_transcript_BA,28,46,False,True,False,True,,,,,,
13,canonical_order,28,46,False,False,True,True,,,,,,
13,canonical_order,28,46,False,False,True,True,,,,,,
13,canonical_order,28,46,False,False,True,True,,,,,,
13,before_final_reset,28,46,False,True,False,True,,,,,,
13,before_final_reset,28,46,False,True,False,True,,,,,,
13,before_final_reset,28,46,False,True,False,True,,,,,,
13,frozen_transcript_AB,28,46,False,True,True,True,,,,,,
13,frozen_transcript_AB,28,46,False,True,True,True,,,,,,
13,frozen_transcript_AB,28,46,False,True,True,True,,,,,,
13,frozen_transcript_BA,28,46,False,True,False,True,,,,,,
13,frozen_transcript_BA,28,46,False,True,False,True,,,,,,
13,frozen_transcript_BA,28,46,False,True,False,True,,,,,,
13,format_self_check_before_commit,28,18,False,True,False,True,,,,,,
13,format_self_check_before_commit,28,18,False,True,False,True,,,,,,
13,format_self_check_before_commit,28,18,False,True,False,True,,,,,,
14,single_full_information,768,768,True,False,True,True,,,,,,
14,single_full_information,768,768,True,False,True,True,,,,,,
14,single_full_information,768,768,True,False,True,True,,,,,,
14,all_at_start_AB,768,,False,False,False,True,,,,,,
14,all_at_start_AB,768,,False,False,False,True,,,,,,
14,all_at_start_AB,768,,False,False,False,True,,,,,,
14,after_round1,768,,False,False,False,True,,,,,,
14,after_round1,768,,False,False,False,True,,,,,,
14,after_round1,768,,False,False,False,True,,,,,,
14,after_round1_BA,768,458,False,True,False,True,,,,,,
14,after_round1_BA,768,458,False,True,False,True,,,,,,
14,after_round1_BA,768,458,False,True,False,True,,,,,,
14,before_final_transcript_BA,768,45,False,True,True,True,,,,,,
14,before_final_transcript_BA,768,45,False,True,True,True,,,,,,
14,before_final_transcript_BA,768,45,False,True,True,True,,,,,,
14,frozen_transcript_AB,768,459,False,True,False,True,,,,,,
14,frozen_transcript_AB,768,459,False,True,False,True,,,,,,
14,frozen_transcript_AB,768,459,False,True,False,True,,,,,,
14,frozen_transcript_BA,768,45,False,True,True,True,,,,,,
14,frozen_transcript_BA,768,45,False,True,True,True,,,,,,
14,frozen_transcript_BA,768,45,False,True,True,True,,,,,,
14,format_self_check_before_commit,768,,False,False,False,True,,,,,,
14,format_self_check_before_commit,768,,False,False,False,True,,,,,,
14,format_self_check_before_commit,768,,False,False,False,True,,,,,,
15,single_full_information,100,** Jennifer takes home 100 cans of milk.,True,False,True,True,,,,,,
15,single_full_information,100,** Jennifer takes home 100 cans of milk.,True,False,True,True,,,,,,
15,single_full_information,100,** Jennifer takes home 100 cans of milk.,True,False,True,True,,,,,,
15,all_at_start_AB,100,,False,False,False,True,,,,,,
15,all_at_start_AB,100,,False,False,False,True,,,,,,
15,all_at_start_AB,100,,False,False,False,True,,,,,,
15,all_at_start_BA,100,,False,False,False,True,,,,,,
15,all_at_start_BA,100,,False,False,False,True,,,,,,
15,all_at_start_BA,100,,False,False,False,True,,,,,,
15,after_round1,100,,False,False,False,True,,,,,,
15,after_round1,100,,False,False,False,True,,,,,,
15,after_round1,100,,False,False,False,True,,,,,,
15,after_round1_BA,100,,False,False,False,True,,,,,,
15,after_round1_BA,100,,False,False,False,True,,,,,,
15,after_round1_BA,100,,False,False,False,True,,,,,,
15,before_final_transcript,100,,False,False,False,True,,,,,,
15,before_final_transcript,100,,False,False,False,True,,,,,,
15,before_final_transcript,100,,False,False,False,True,,,,,,
15,before_final_transcript_BA,100,30,False,True,True,True,,,,,,
15,before_final_transcript_BA,100,30,False,True,True,True,,,,,,
15,before_final_transcript_BA,100,30,False,True,True,True,,,,,,
15,canonical_order,100,36,False,True,False,True,,,,,,
15,canonical_order,100,36,False,True,False,True,,,,,,
15,canonical_order,100,36,False,True,False,True,,,,,,
15,frozen_transcript_AB,100,30,False,True,True,True,,,,,,
15,frozen_transcript_AB,100,30,False,True,True,True,,,,,,
15,frozen_transcript_AB,100,30,False,True,True,True,,,,,,
15,frozen_transcript_BA,100,30,False,True,True,True,,,,,,
15,frozen_transcript_BA,100,30,False,True,True,True,,,,,,
15,frozen_transcript_BA,100,30,False,True,True,True,,,,,,
15,format_self_check_before_commit,100,,False,False,False,True,,,,,,
15,format_self_check_before_commit,100,,False,False,False,True,,,,,,
15,format_self_check_before_commit,100,,False,False,False,True,,,,,,
16,single_full_information,700,700,True,False,True,True,,,,,,
16,single_full_information,700,700,True,False,True,True,,,,,,
16,single_full_information,700,700,True,False,True,True,,,,,,
16,all_at_start_AB,700,,False,False,False,True,,,,,,
16,all_at_start_AB,700,,False,False,False,True,,,,,,
16,all_at_start_AB,700,,False,False,False,True,,,,,,
16,after_round1,700,,False,False,False,True,,,,,,
16,after_round1,700,,False,False,False,True,,,,,,
16,after_round1,700,,False,False,False,True,,,,,,
16,after_round1_BA,700,,False,False,False,True,,,,,,
16,after_round1_BA,700,,False,False,False,True,,,,,,
16,after_round1_BA,700,,False,False,False,True,,,,,,
16,before_final_transcript_BA,700,7000,False,True,False,True,,,,,,
16,before_final_transcript_BA,700,7000,False,True,False,True,,,,,,
16,before_final_transcript_BA,700,7000,False,True,False,True,,,,,,
