setting,agent_variant,question_id,audit_required,audit_reasons,gold_answer,final_answer,format_compliant,semantic_correct,strict_answer_correct,fully_valid_correct,answer_reason_consistent,reason_mathematically_valid,reason_uses_all_required_facts,judge_disagreement,auto_error_types,format_failure_categories,finalizer_selected_source,deterministic_normalizations,finalizer_reason,finalizer_raw_output,manual_format_valid,manual_semantic_correct,manual_answer_reason_consistent,manual_reason_mathematically_valid,manual_reason_uses_all_required_facts,manual_error_type,auto_manual_agreement,manual_notes
before_finalizer_AB,,11,True,answer_reason_inconsistent;judge_disagreement,520,890,True,False,False,False,False,False,False,True,ignored_late_facts,,recomputed,,"Calculated based on FACT A and FACT B, assuming a standard monthly interest rate of 1%.","Selected source: recomputed  
Final answer: 890  
Reason: Calculated based on FACT A and FACT B, assuming a standard monthly interest rate of 1%.",,,,,,,,
before_finalizer_AB,,12,True,answer_reason_inconsistent;judge_disagreement,3,,True,False,False,False,False,False,False,True,ignored_late_facts;carried_forward_early_wrong_conclusion;unable_to_judge,,none,recomputed_undetermined_to_none,No sufficient information provided to determine the number of packs needed.,"Selected source: recomputed
Final answer: undetermined
Reason: No sufficient information provided to determine the number of packs needed.",,,,,,,,
before_finalizer_AB,,13,True,random_normal_sample,28,46,True,False,False,False,True,True,True,False,ignored_late_facts,,recomputed,,"By subtracting the weight loss of the first person from the total weight loss, we find that the combined weight loss of the last two people is 86 kg. Since they lose equal amounts, each loses 43 kg. Subtracting the first person's weight loss gives us 46 kg for the last two people individually.","Selected source: recomputed  
Final answer: 46  
Reason: By subtracting the weight loss of the first person from the total weight loss, we find that the combined weight loss of the last two people is 86 kg. Since they lose equal amounts, each loses 43 kg. Subtracting the first person's weight loss gives us 46 kg for the last two people individually.",,,,,,,,
before_finalizer_AB,,14,True,answer_reason_inconsistent;judge_disagreement,768,,True,False,False,False,False,False,False,True,ignored_late_facts;carried_forward_early_wrong_conclusion;unable_to_judge,,none,recomputed_undetermined_to_none,No specific information provided about the types of vegetables or their yields.,"Selected source: recomputed  
Final answer: undetermined  
Reason: No specific information provided about the types of vegetables or their yields.",,,,,,,,
before_finalizer_AB,,15,True,answer_reason_inconsistent;judge_disagreement,100,,True,False,False,False,False,False,False,True,ignored_late_facts;carried_forward_early_wrong_conclusion;unable_to_judge,,none,recomputed_undetermined_to_none,No sufficient information provided to calculate the exact number of cans Jennifer takes home.,"Selected source: recomputed  
Final answer: undetermined  
Reason: No sufficient information provided to calculate the exact number of cans Jennifer takes home.",,,,,,,,
before_finalizer_AB,,16,True,answer_reason_inconsistent;judge_disagreement,700,700,True,True,True,False,False,False,False,True,,,recomputed,,Calculating based on FACT A ($500 per regular 40-hour workweek) and adding the extra $20 for each of the 10 overtime hours worked (50 hours - 40 hours = 10 hours).,"Selected source: recomputed
Final answer: 700
Reason: Calculating based on FACT A ($500 per regular 40-hour workweek) and adding the extra $20 for each of the 10 overtime hours worked (50 hours - 40 hours = 10 hours).",,,,,,,,
before_finalizer_AB,,17,True,answer_reason_inconsistent;judge_disagreement,35,,True,False,False,False,False,False,False,True,ignored_late_facts;carried_forward_early_wrong_conclusion;unable_to_judge,,none,recomputed_undetermined_to_none,Insufficient information provided to determine Winwin's take-home pay.,"Selected source: recomputed  
Final answer: undetermined  
Reason: Insufficient information provided to determine Winwin's take-home pay.",,,,,,,,
before_finalizer_AB,,18,True,answer_reason_inconsistent;judge_disagreement,200,,True,False,False,False,False,False,False,True,ignored_late_facts;carried_forward_early_wrong_conclusion;unable_to_judge,,none,recomputed_undetermined_to_none,No specific amounts or details regarding John's piggy bank balance were provided in the given evidence.,"Selected source: recomputed  
Final answer: undetermined  
Reason: No specific amounts or details regarding John's piggy bank balance were provided in the given evidence.",,,,,,,,
before_finalizer_AB,,19,True,answer_reason_inconsistent;judge_disagreement,135,,True,False,False,False,False,False,False,True,ignored_late_facts;carried_forward_early_wrong_conclusion;unable_to_judge,,none,recomputed_undetermined_to_none,No specific numbers were provided to calculate the exact number of plates needed.,"Selected source: recomputed
Final answer: undetermined
Reason: No specific numbers were provided to calculate the exact number of plates needed.",,,,,,,,
before_finalizer_AB,,20,True,answer_reason_inconsistent;judge_disagreement,43,,True,False,False,False,False,False,False,True,ignored_late_facts;carried_forward_early_wrong_conclusion;unable_to_judge,,none,recomputed_undetermined_to_none,No sufficient information provided to determine the number of hard hats remaining in the truck.,"Selected source: recomputed  
Final answer: undetermined  
Reason: No sufficient information provided to determine the number of hard hats remaining in the truck.",,,,,,,,
